FI|SCH|ID|AU|FAU|AF1|AF2|AF3|CI|PAF|CN|AUID
LIL|rhs|biblio-1489|Tourinho, Francis Solange Vieira||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|biblio-1489|Marinho, Monique Mendes||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|biblio-1491|Pimenta, Paula Cristina de Oliveira||Hospital  Sofia Feldman|||Belo  Horizonte|BR||
LIL|rhs|biblio-1491|Alves, Valdecyr Herdy||Universidade Federal  Fluminense|||Niteroi|BR||
LIL|rhs|biblio-1495|Matiello, Raquel Duarte Corrêa||Secretaria Estadual de Saúde do Espírito Santo|||Vitória|BR||
LIL|rhs|biblio-1495|Lima,  Eliane de Fátima Almeida||Universidade Federal do Espírito Santo|||Vitória|BR||
LIL|rhs|biblio-1495|Coelho, Maria Carlota Rezende||Escola Superior de Ciências|||Vitória|BR||
LIL|rhs|biblio-1495|Oliveira, Elizabete  Regina Araújo||Universidade Federal do Espírito Santo|||Vitória|BR||
LIL|rhs|biblio-1495|Leite, Franciele Marabotti Costa||Universidade Federal do Espírito Santo|||Vitória|BR||
LIL|rhs|biblio-1495|Primo, Cândida Caniçali||Universidade Federal do Espírito Santo|||Vitória|BR||
LIL|rhs|biblio-1497|Siqueira, Cibele Leite||Pontifícia Universidade Católica de Minas Gerais|||Poços de Caldas|BR||
LIL|rhs|biblio-1497|Ferreira, Kemilys Marine||s.af|||Poços de Caldas|BR||
LIL|rhs|biblio-1497|Souza, Thamyres Caproni de||Pontifícia Universidade Católica de Minas Gerais|||Poços de Caldas|BR||
LIL|rhs|biblio-1497|Feldman, Liliane Bauer||Centro Universitário São Camilo Pompeia|||São Paulo|BR||
LIL|rhs|biblio-1505|Silva, Aline Teixeira||Universidade Federal de Alfenas|||Alfenas|BR||
LIL|rhs|biblio-1505|Terra,  Fábio de Souza||Universidade Federal de Alfenas|||Alfenas|BR||
LIL|rhs|biblio-1505|Dázio, Eliza Maria Rezende||Universidade Federal de Alfenas|||Alfenas|BR||
LIL|rhs|biblio-1505|Sanches, Roberta Seron||Universidade Federal de Alfenas|||Alfenas|BR||
LIL|rhs|biblio-1505|Resck, Zélia  Marilda Rodrigues||Universidade Federal de Alfenas|||Alfenas|BR||
LIL|rhs|biblio-1509|Mota, Rafaela de Oliveira||Universidade Federal do Ceará|||Fortaleza|BR||
LIL|rhs|biblio-1509|Brito,  Eva Anny Wélly de Souza||Universidade Federal do Ceará|||Fortaleza|BR||
LIL|rhs|biblio-1509|Souza, Thais Lima Vieira de||Universidade Federal do Ceará|||Fortaleza|BR||
LIL|rhs|biblio-1509|Farias, Laryssa Miranda  Vidal Cavalcante||Universidade Federal do Ceará|||Fortaleza|BR||
LIL|rhs|biblio-1509|Matias, Érica Oliveira||Universidade Federal do Ceará|||Fortaleza|BR||
LIL|rhs|biblio-1509|Lima, Francisca Elisângela Teixeira||Universidade Federal do Ceará|||Fortaleza|BR||
LIL|rhs|biblio-1530|Forte, Elaine Cristina Novatzki||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|biblio-1530|Machado,  Francele Luz||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|biblio-1530|Pires, Denise Elvira Pires de||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|lil-1540|Segre, Marco||||||||
LIL|rhs|biblio-1555|[Comité, Editorial]||[Colegio de Médicos y Cirujanos de Guatemala]||||||
LIL|rhs|lil-1583|Neghme, Amador||||||||
LIL|rhs|biblio-1642|RODRIGUES, Deoclécio Coelho||Universidade Estadual Vale do Acaraú|||Sobral|BR||
LIL|rhs|biblio-1642|OLIVEIRA, Braulio Nogueira||Universidade Estadual do Ceará|||Fortaleza|BR||
LIL|rhs|biblio-1642|DA SILVA, André Luis Façanha||Universidade Estadual Vale do Acaraú|||Sobral|BR||
LIL|rhs|lil-1695|Arruda, Walter Oleschko||||||||
LIL|rhs|lil-1721|Reid, Una V||||||||
LIL|rhs|lil-1835|León, Augusto||||||||
LIL|rhs|biblio-1941|Marinho, Paloma||Instituto de Psicologia - Universidade Federal do Rio de Janeiro||||BR||
LIL|rhs|biblio-1941|Gonçalves, Hebe||Instituto de Psicologia - Universidade Federal do Rio de Janeiro||||BR||
LIL|rhs|biblio-1948|Cesarino, Mariana Novo||Universidade Federal de Santa Catarina|Curso de Medicina|||||
LIL|rhs|biblio-1948|Araujo, Edevard José de||Universidade Federal de Santa Catarina|Departamento de Cirurgia|||||
LIL|rhs|biblio-1948|Back, Isabela de Carlos||Universidade Federal de Santa Catarina|Departamento de Pediatria|||||
LIL|rhs|lil-1958|Troncoso, María del Carmen||||||||
LIL|rhs|biblio-1974|Dias, Kattia Cristina||Faculdade de Enfermagem - Universidade Federal de Juiz de Fora||||BR||
LIL|rhs|biblio-1974|Bara, Vânia Maria||Faculdade de Enfermagem - Universidade Federal de Juiz de Fora||||BR||
LIL|rhs|biblio-1974|Salimena, Anna Maria||Faculdade de Enfermagem - Universidade Federal de Juiz de Fora||||BR||
LIL|rhs|biblio-2020|Szpilman, Ana Rosa||Universidade Vila Velha, Programa PET-Saúde da Família, Ministério da Saúde||||BR||
LIL|rhs|biblio-2020|Silva, Luciene||Universidade Vila Velha, Programa PET-Saúde da Família, Ministério da Saúde||||BR||
LIL|rhs|biblio-2020|Sylvestre, Natália||Universidade Vila Velha, Programa PET-Saúde da Família, Ministério da Saúde||||BR||
LIL|rhs|biblio-2020|Junior, Esdras||Universidade Vila Velha, Programa PET-Saúde da Família, Ministério da Saúde||||BR||
LIL|rhs|biblio-2020|Silva, Racire||Universidade Vila Velha, Programa PET-Saúde da Família, Ministério da Saúde||||BR||
LIL|rhs|biblio-2020|Endringer, Denise||Universidade Vila Velha, Programa PET-Saúde da Família, Ministério da Saúde||||BR||
LIL|rhs|biblio-2026|Salimena, Anna Maria||Faculdade de Enfermagem - Universidade Federal de Juiz de Fora||||BR||
LIL|rhs|biblio-2026|Oliveira, Cristiane||Faculdade de Enfermagem - Universidade Federal de Juiz de Fora||||BR||
LIL|rhs|biblio-2026|Buzatti, Janete||Faculdade de Enfermagem - Universidade Federal de Juiz de Fora||||BR||
LIL|rhs|biblio-2026|Moreira, Alice Mariana||Faculdade de Enfermagem - Universidade Federal de Juiz de Fora||||BR||
LIL|rhs|biblio-2026|Amorim, Thaís||Faculdade de Enfermagem - Universidade Federal de Juiz de Fora||||BR||
LIL|rhs|biblio-2257|Penteado, Maridalva de Souza||Universidade Estadual de Santa Cruz|Departamento de Ciências da Saúde||Ilhéus-BA|BR||
LIL|rhs|biblio-2257|Pinheiro, Adélia Maria Carvalho de Melo||Universidade Estadual de Santa Cruz|Departamento de Ciências da Saúde||Ilhéus -BA|BR||
LIL|rhs|biblio-2257|Costa, Flávia Azevedo de Mattos Moura||Universidade Estadual de Santa Cruz|Departamento de Ciências da Saúde||Ilhéus-BA|BR||
LIL|rhs|biblio-2257|Alves, Murilo da Silva||Universidade Estadual de Santa Cruz|Departamento de Ciências da Saúde||Ilhéus-BA|BR||
LIL|rhs|biblio-2276|Cavalcante, Laryssa da Silva||Universidade Paulista|Curso de Enfermagem||Manaus-AM|BR||
LIL|rhs|biblio-2276|Matos, Maria do Perpétuo Socorro de Oliveira||Universidade Paulista|Curso de Enfermagem||Manaus-AM|BR||
LIL|rhs|biblio-2331|Costa, Luana Cavalcante||Universidade Federal de Alagoas|||Maceió|BR||
LIL|rhs|biblio-2331|Barbosa, Rosália de Lima||Universidade Federal de Alagoas|||Maceió|BR||
LIL|rhs|biblio-2331|Melo, Leticia Oliveira de||Universidade Federal de Alagoas|||Maceió|BR||
LIL|rhs|biblio-2331|Leite Lúcio, Ingrid Martins||Universidade Federal de Alagoas|||Maceió|BR||
LIL|rhs|biblio-2331|Lisboa, Cátia Barros||Universidade Federal de Alagoas|||Maceió|BR||
LIL|rhs|biblio-2331|Moreira, Rossana Teotônio de Farias||Universidade Federal de Alagoas|||Maceió|BR||
LIL|rhs|biblio-2331|Silva, Jovânia Marques de Oliveira e||Universidade Federal de Alagoas|||Maceió|BR||
LIL|rhs|biblio-2331|Mascarenhas, Mércia Lisieux Vaz da Costa||Universidade Federal de Alagoas|||Maceió|BR||
LIL|rhs|biblio-2417|Rena, Cícero||Santa Casa de Misericórdia - Juiz de Fora||||BR||
LIL|rhs|biblio-2417|Barra, Ângela Aparecida||Santa Casa de Misericórdia - Juiz de Fora||||BR||
LIL|rhs|biblio-2417|Rena, Rachel||Santa Casa de Misericórdia - Juiz de Fora||||BR||
LIL|rhs|biblio-2417|Moreira, Leonardo||Faculdade de Medicina de Valença||||BR||
LIL|rhs|biblio-2417|Almeida, Ricardo José||Faculdade de Medicina de Valença||||BR||
LIL|rhs|biblio-2417|Rena, Rafael||Faculdade de Medicina de Vassouras||||BR||
LIL|rhs|biblio-2417|Souza, Cláudio||Universidade Federal de Minas Gerais||||BR||
LIL|rhs|biblio-2455|Zancheta, Nathalia Barione||Universidade de São Paulo|||São Paulo|BR||
LIL|rhs|biblio-2455|Fogliano, Rosana Rodrigues Figueira||Universidade de São Paulo|||São Paulo|BR||
LIL|rhs|biblio-2455|Bohomol, Elena||Universidade de São Paulo|||São Paulo|BR||
LIL|rhs|biblio-2455|Neves,  Vanessa Ribeiro||Universidade de São Paulo|||São Paulo|BR||
LIL|rhs|biblio-2455|da Silva, Lúcia Marta Giunta||Universidade de São Paulo|||São Paulo|BR||
LIL|rhs|biblio-2456|Amaral, Lídia Faria Prado do||s.af||||||
LIL|rhs|biblio-2456|Calegari, Tatiany||Universidade Federal de Uberlândia|||Uberlândia|BR||
LIL|rhs|biblio-2650|Santos, Raionara Cristina de Araújo||Universidade Federal do Rio Grande do Norte|||Natal|BR||
LIL|rhs|biblio-2650|Miranda,  Francisco Arnoldo Nunes de||Universidade Federal do Rio Grande do Norte|||Natal|BR||
LIL|rhs|biblio-2657|Siqueira, Bruna Paula de Jesus||Universidade Estadual do Sudoeste da Bahia|Departamento de Saúde||Vitória da Conquista|BR||
LIL|rhs|biblio-2657|Valença Neto, Paulo da Fonseca||Universidade Estadual do Sudoeste da Bahia|||Vitória da Conquista|BR||
LIL|rhs|biblio-2657|Boery, Eduardo Nagib||Universidade Estadual do Sudoeste da Bahia|||Vitória da Consquista|BR||
LIL|rhs|biblio-2657|Boery, Rita Narrimam||Universidade Estadual do Sudoeste da Bahia|||Vitória da Conquista|BR||
LIL|rhs|biblio-2657|Vilela, Alba Benemérita Alves||Universidade Estadual do Sudoeste da Bahia|||Vitoria da Conquista|BR||
LIL|rhs|biblio-2657|Siqueira, Fernanda Érica de Jesus||Universidade Tiradentes||||BR||
LIL|rhs|lil-2753|Costa Casaretto, C||||||||
LIL|rhs|lil-2871|Neghme, A||||||||
LIL|rhs|lil-2892|Neghme, A||||||||
LIL|rhs|lil-2908|Neghme, A||||||||
LIL|rhs|lil-2956|Neghme, A||||||||
LIL|rhs|lil-3048|Perez Olea, J||||||||
LIL|rhs|lil-3053|Neghme, A||||||||
LIL|rhs|lil-3436|Fischer, F. M||||||||
LIL|rhs|lil-3674|Manrique, J||||||||
LIL|rhs|lil-3972|Mello, C. G||||||||
LIL|rhs|lil-3999|Torres, L||||||||
LIL|rhs|lil-4118|Pickler, L||||||||
LIL|rhs|lil-4118|Arioti, L||||||||
LIL|rhs|lil-4127|Garcia, C. C||||||||
LIL|rhs|lil-4367|Alcantara, L. G||||||||
LIL|rhs|lil-4446|Cunha, R. N||||||||
LIL|rhs|lil-4446|Busnello, E. D||||||||
LIL|rhs|lil-4584|Goic, A||||||||
LIL|rhs|lil-4584|Venturini, G||||||||
LIL|rhs|lil-4585|Ceitlin, J||||||||
LIL|rhs|lil-4623|Gruber, F. J||||||||
LIL|rhs|lil-4637|Engler, T||||||||
LIL|rhs|lil-4901|Velasquez Jones, L||||||||
LIL|rhs|lil-4901|Gordillo Paniagua, G||||||||
LIL|rhs|lil-5052|Silva, Pedro Carlos Teixeira da||||||||
LIL|rhs|lil-5283|Justa, V||||||||
LIL|rhs|lil-5408|D'Agostino, H||||||||
LIL|rhs|lil-5473|Schufer de Paikin ML||||||||
LIL|rhs|lil-5811|Pereira, M. G||||||||
LIL|rhs|lil-5811|Garcia, F||||||||
LIL|rhs|lil-5811|Moreira, P. R||||||||
LIL|rhs|lil-5811|Abreu, J. T||||||||
LIL|rhs|lil-5812|Sobral, D. T||||||||
LIL|rhs|lil-6159|Anon||||||||
LIL|rhs|lil-6739|Torres, L||||||||
LIL|rhs|lil-6752|Torres, L||||||||
LIL|rhs|lil-6873|Arriola, R. F||||||||
LIL|rhs|lil-6878|Helsinger, L. A||||||||
LIL|rhs|lil-7578|Makinistian, R||||||||
LIL|rhs|lil-8299|Lopes, T. A||||||||
LIL|rhs|lil-8299|Leite, M||||||||
LIL|rhs|lil-8299|Campos, M. L||||||||
LIL|rhs|lil-8299|Mateucci, R||||||||
LIL|rhs|lil-8299|Duca, A. C||||||||
LIL|rhs|lil-8436|Sanches, S. N||||||||
LIL|rhs|lil-8436|Bourroul, M. L||||||||
LIL|rhs|lil-8510|Legarreta, A||||||||
LIL|rhs|lil-8510|Mascaro, J||||||||
LIL|rhs|lil-8643|Agosto, F. M||||||||
LIL|rhs|lil-8706|Zuluaca Tobon, H||||||||
LIL|rhs|lil-8706|Abad Gómez, Héctor||||||||
LIL|rhs|lil-8711|Cristoffanini T., Alberto P||||||||
LIL|rhs|lil-8713|Ray, D||||||||
LIL|rhs|lil-8918|Oliveira, M. I||||||||
LIL|rhs|lil-9140|Sá, C||||||||
LIL|rhs|lil-9140|Silveira, P. M||||||||
LIL|rhs|lil-9140|Vissoky, G||||||||
LIL|rhs|lil-9140|Agosto, F. M||||||||
LIL|rhs|lil-9140|Thorell, J. H||||||||
LIL|rhs|lil-9140|Xavier, T. C||||||||
LIL|rhs|lil-9140|Miguel, P. R||||||||
LIL|rhs|lil-9393|Torre, J. M||||||||
LIL|rhs|lil-9699|Garrett, E. J||||||||
LIL|rhs|lil-9699|Kumar, A. K||||||||
LIL|rhs|lil-9699|Standard, K. L||||||||
LIL|rhs|lil-10112|Vieira, N. M||||||||
LIL|rhs|lil-10112|Sobreira, N. R||||||||
LIL|rhs|lil-10406|Camara, V. M||||||||
LIL|rhs|lil-10406|Chiaverini, Dulce Helena||||||||
LIL|rhs|lil-10450|Stubbe, H. G||||||||
LIL|rhs|lil-10855|Isola, L. M||||||||
LIL|rhs|lil-11083|Greiber, R||||||||
LIL|rhs|lil-11083|Vargas, N. A||||||||
LIL|rhs|lil-11092|Neghme, A||||||||
LIL|rhs|lil-11179|Moita, C. R||||||||
LIL|rhs|lil-11425|Estrada Sandoval, C||||||||
LIL|rhs|lil-11449|Quintero Gonzalez, H||||||||
LIL|rhs|lil-11449|Uribe Ramirez, G||||||||
LIL|rhs|lil-11492|Paredes Luna, A||||||||
LIL|rhs|lil-11594|Gutierrez Martinez, C||||||||
LIL|rhs|lil-11594|Garcia Herrera, E||||||||
LIL|rhs|lil-11932|Chaves, E. C||||||||
LIL|rhs|lil-11932|Ferraz, E. R||||||||
LIL|rhs|lil-11932|Ishii, S||||||||
LIL|rhs|lil-11932|Ciosak, S. I||||||||
LIL|rhs|lil-11932|Miyadahira, A. M||||||||
LIL|rhs|lil-12137|Mello, C. G||||||||
LIL|rhs|lil-12143|Anon||||||||
LIL|rhs|lil-12144|Marcondes, R. S||||||||
LIL|rhs|lil-12172|Amaro, C. M||||||||
LIL|rhs|lil-12172|Poleo, R. A||||||||
LIL|rhs|lil-12264|Neghme, A||||||||
LIL|rhs|lil-12548|Tucherman, M||||||||
LIL|rhs|lil-12603|Stubbe, H. G||||||||
LIL|rhs|lil-12649|Anon||||||||
LIL|rhs|lil-12756|Elmendorf, M. L||||||||
LIL|rhs|lil-12757|Povinelli, J||||||||
LIL|rhs|lil-12760|Galvez Torres, J. E||||||||
LIL|rhs|lil-12830|Anon||||||||
LIL|rhs|lil-12877|Jauregui, L. U||||||||
LIL|rhs|lil-12878|Lima, F||||||||
LIL|rhs|lil-12880|Hubert, I. H||||||||
LIL|rhs|lil-12881|Austin, J. H||||||||
LIL|rhs|lil-12882|France, R. W||||||||
LIL|rhs|lil-12883|Costa, W. P||||||||
LIL|rhs|lil-12884|Cordero, O||||||||
LIL|rhs|lil-13000|Pluciennik, A. M||||||||
LIL|rhs|lil-13000|Ishida, R. S||||||||
LIL|rhs|lil-13000|Costa, A. M||||||||
LIL|rhs|lil-13000|Mattar, T. J||||||||
LIL|rhs|lil-13064|Sucre Mendoza, L||||||||
LIL|rhs|lil-13305|Neghme, A||||||||
LIL|rhs|lil-13331|Neghme, A||||||||
LIL|rhs|lil-13486|Hoyos, M. D||||||||
LIL|rhs|lil-13550|Bernik, V||||||||
LIL|rhs|lil-13554|Whyte, A. V||||||||
LIL|rhs|lil-13635|Neghme, A||||||||
LIL|rhs|lil-13636|Costa Casaretto, C||||||||
LIL|rhs|lil-13758|Anon||||||||
LIL|rhs|lil-14113|Neghme, A||||||||
LIL|rhs|lil-14344|Aravena, M||||||||
LIL|rhs|lil-14344|Corvalan, E||||||||
LIL|rhs|lil-14344|Campano, S||||||||
LIL|rhs|lil-14344|Guzman, S||||||||
LIL|rhs|lil-14526|Leone, Claudio||||||||
LIL|rhs|lil-14526|Yunes, Joäo||||||||
LIL|rhs|lil-14600|Delgado Fernandez, J. G||||||||
LIL|rhs|lil-14600|Villarreal Gonzalez, J||||||||
LIL|rhs|lil-14600|Lopez Uresti, S||||||||
LIL|rhs|lil-15114|Delgado, Hernán L||||||||
LIL|rhs|lil-15114|Valverde, Víctor||||||||
LIL|rhs|lil-15114|Angel, L||||||||
LIL|rhs|lil-15116|Ferreira, J. R||||||||
LIL|rhs|lil-15117|Haddad, Jorge||||||||
LIL|rhs|lil-15117|Canales, Francisca H. de||||||||
LIL|rhs|lil-15132|Anon||||||||
LIL|rhs|lil-15153|Manzone, C. J||||||||
LIL|rhs|lil-15153|Belluscio, A. C||||||||
LIL|rhs|lil-15153|Etchegoyen, L. A||||||||
LIL|rhs|lil-15157|Pallares, A. E||||||||
LIL|rhs|lil-15234|Rosemberg, J||||||||
LIL|rhs|lil-15414|Delgado, Hernán L||||||||
LIL|rhs|lil-15582|Rodrigues, Marie Azuma||||||||
LIL|rhs|lil-15610|Nogueira, M. J||||||||
LIL|rhs|lil-15834|Monteiro, A||||||||
LIL|rhs|lil-15863|Dolcini, H||||||||
LIL|rhs|lil-15865|Plachner de Molinero, M. I||||||||
LIL|rhs|lil-16189|Rubin, George||||||||
LIL|rhs|lil-16189|Chen, Charles||||||||
LIL|rhs|lil-16189|Herrera, Yolanda de||||||||
LIL|rhs|lil-16189|Aparicio, Vilma de||||||||
LIL|rhs|lil-16189|Massey, John||||||||
LIL|rhs|lil-16189|Morris, Leo||||||||
LIL|rhs|lil-16274|Romo, M. E||||||||
LIL|rhs|lil-16274|Olivares, S||||||||
LIL|rhs|lil-16459|Garcia Diaz, Carlos J||||||||
LIL|rhs|lil-16560|Kvitko, L. A||||||||
LIL|rhs|lil-17214|Rocha, J. S||||||||
LIL|rhs|lil-17502|Ferreira, J. R||||||||
LIL|rhs|lil-17562|Verma, R. S||||||||
LIL|rhs|lil-17562|Rodriguez, J||||||||
LIL|rhs|lil-17562|Dosik, H||||||||
LIL|rhs|lil-17566|Abath, C. G||||||||
LIL|rhs|lil-17566|Guimaräes, M. J||||||||
LIL|rhs|lil-17566|Melo Filho, D. A||||||||
LIL|rhs|lil-17612|Silva Filho, J. F||||||||
LIL|rhs|lil-17779|Saporiti Angerami, E. L||||||||
LIL|rhs|lil-17779|Almeida, M. C||||||||
LIL|rhs|lil-18428|Goic, A||||||||
LIL|rhs|lil-18883|Collado Ardon, R||||||||
LIL|rhs|lil-18886|Kleindorf, B||||||||
LIL|rhs|lil-18886|Chirino, L||||||||
LIL|rhs|lil-18887|Arruda, Bertoldo Kruse Grande de||||||||
LIL|rhs|lil-18890|Monterrosa, E||||||||
LIL|rhs|lil-18891|Serpa-Flores, R||||||||
LIL|rhs|lil-18922|Climent de Zajelenczyc, G||||||||
LIL|rhs|lil-18922|Diz de Cabo, A. M||||||||
LIL|rhs|lil-19319|Real Sanchez, J||||||||
LIL|rhs|lil-19346|Perez Miravete, A||||||||
LIL|rhs|lil-19363|Ramirez Almanza, M. A||||||||
LIL|rhs|lil-19713|Simeant, S||||||||
LIL|rhs|lil-19806|Capella, B. B||||||||
LIL|rhs|lil-19890|Perez, Arias, E. B||||||||
LIL|rhs|lil-19890|Feller, J. J||||||||
LIL|rhs|lil-19891|Tudor Hart, J||||||||
LIL|rhs|lil-20479|Dorfman Lerner, Beatriz||||||||
LIL|rhs|lil-20733|Vidal, C||||||||
LIL|rhs|lil-20737|Vidal, C||||||||
LIL|rhs|lil-20742|Amador, M||||||||
LIL|rhs|lil-20742|Pena, M||||||||
LIL|rhs|lil-20742|Ricardo, J||||||||
LIL|rhs|lil-20742|Castillo, L||||||||
LIL|rhs|lil-21055|Uriza Gutierrez, G||||||||
LIL|rhs|lil-21055|Riano Gamboa, G||||||||
LIL|rhs|lil-21055|Barriga, E||||||||
LIL|rhs|lil-21172|Rico Mendez, F. G||||||||
LIL|rhs|lil-21181|Gil Alfaro, I||||||||
LIL|rhs|lil-21181|Perez Hernandez, C||||||||
LIL|rhs|lil-21384|Neghme, A||||||||
LIL|rhs|lil-21667|Arias, José E||||||||
LIL|rhs|lil-21899|Uribe Elias, R||||||||
LIL|rhs|lil-21899|Varela Ruiz, M||||||||
LIL|rhs|lil-21901|Anon||||||||
LIL|rhs|lil-22011|Santos, M. E||||||||
LIL|rhs|lil-22011|Ribeiro, A. E||||||||
LIL|rhs|lil-22011|Chaves, C. R||||||||
LIL|rhs|lil-22011|Cavalcanti, C. U||||||||
LIL|rhs|lil-22011|Azevedo, E. B. Barros e||||||||
LIL|rhs|lil-22011|Silva, E. M||||||||
LIL|rhs|lil-22011|Silva, J. M||||||||
LIL|rhs|lil-22011|Figueira, M. R||||||||
LIL|rhs|lil-22011|Rocha, M. S||||||||
LIL|rhs|lil-22011|Benevelo, M. F||||||||
LIL|rhs|lil-22011|Martins, R. M||||||||
LIL|rhs|lil-22011|Rego, S. T||||||||
LIL|rhs|lil-22011|Amado, S. R||||||||
LIL|rhs|lil-22147|Testa, M||||||||
LIL|rhs|lil-22151|Climent de Zajelenczyc, G||||||||
LIL|rhs|lil-22151|Mendes Diz de Cabo, A. M||||||||
LIL|rhs|lil-22526|Aguila, F. J||||||||
LIL|rhs|lil-22526|Lutfi, José A||||||||
LIL|rhs|lil-22526|Labarrere, O||||||||
LIL|rhs|lil-22526|Castellanos, J. A||||||||
LIL|rhs|lil-22537|Rozenblat, E. E||||||||
LIL|rhs|lil-22958|Martin Marchesini, G||||||||
LIL|rhs|lil-23429|Dotti, R. A||||||||
LIL|rhs|lil-24016|Secaf, V||||||||
LIL|rhs|lil-24029|Schmidt, M. J||||||||
LIL|rhs|lil-24030|Oguisso, T||||||||
LIL|rhs|lil-24113|Koehler, N. R||||||||
LIL|rhs|lil-24277|Pimentel, M. A||||||||
LIL|rhs|lil-24359|Bastos, N. C||||||||
LIL|rhs|lil-24594|Lanari, A||||||||
LIL|rhs|lil-24608|Gelpi, R. J||||||||
LIL|rhs|lil-24608|Rancich, A. M||||||||
LIL|rhs|lil-24847|Sartori, M. B||||||||
LIL|rhs|lil-24847|Martins, M. C||||||||
LIL|rhs|lil-24847|Belfort Júnior, Rubens||||||||
LIL|rhs|lil-24851|Martins, M. C||||||||
LIL|rhs|lil-24851|Sartori, M. B||||||||
LIL|rhs|lil-24851|Belfort Júnior, Rubens||||||||
LIL|rhs|lil-24997|Fraga Filho, Clementino||||||||
LIL|rhs|lil-25115|Godoy, I. L||||||||
LIL|rhs|lil-25664|Viniegra, L||||||||
LIL|rhs|lil-25664|Valverde, C||||||||
LIL|rhs|lil-25664|Isunza, A||||||||
LIL|rhs|lil-25664|Robles, G||||||||
LIL|rhs|lil-25664|Franco, R||||||||
LIL|rhs|lil-25664|Herrera, F. M||||||||
LIL|rhs|lil-25664|Perez Gil, S. E||||||||
LIL|rhs|lil-25664|Perez Gil, F||||||||
LIL|rhs|lil-25679|Anon||||||||
LIL|rhs|lil-26066|Narvaez, R. O||||||||
LIL|rhs|lil-26066|Needleman, C. A||||||||
LIL|rhs|lil-26066|Roccatagliata, M. G||||||||
LIL|rhs|lil-26068|Grunberg, J||||||||
LIL|rhs|lil-26413|Ugarte Avendaño, José Manuel||||||||
LIL|rhs|lil-26425|Alvarez Blanco, Adolfo S||||||||
LIL|rhs|lil-26425|Aragón Martínez, Mirta||||||||
LIL|rhs|lil-26508|Puche Tous, José M||||||||
LIL|rhs|lil-26601|Battelino, Luis José||||||||
LIL|rhs|lil-27065|Velásquez Jones, Luis, ed||||||||
LIL|rhs|lil-27681|Nunes, Fabíola de Aguiar||||||||
LIL|rhs|lil-27681|Silva, Guilherme Rodrigues da||||||||
LIL|rhs|lil-27681|Uchoa, Hélio Wanderley||||||||
LIL|rhs|lil-27681|Villarreal, Ramón||||||||
LIL|rhs|lil-27681|Haddad, Nagib||||||||
LIL|rhs|lil-28146|Zavaleta, Diego E||||||||
LIL|rhs|lil-28177|Medina, Ernesto||||||||
LIL|rhs|lil-28177|Pablo, Juan Pablo||||||||
LIL|rhs|lil-28177|Biron, Miguel||||||||
LIL|rhs|lil-28177|Buhler, Jorge||||||||
LIL|rhs|lil-28177|Bustos, Patricio||||||||
LIL|rhs|lil-28177|Cabrera Cruz, Victor||||||||
LIL|rhs|lil-28177|Cárcamo, Cesar||||||||
LIL|rhs|lil-28177|Corvalan, Luis||||||||
